purchase_order_id,order_date,expected_delivery_date,warehouse_id,sku,supplier_id,ordered_units,unit_cost,status
PO-01128,2025-11-17,2025-11-24,WH-NORTH,SKU-1026,SUP-006,480,2.75,received
PO-01129,2025-07-22,2025-07-27,WH-SOUTH,SKU-1109,SUP-004,408,2.43,received
PO-01130,2026-01-24,2026-02-01,WH-SOUTH,SKU-1095,SUP-005,192,5.63,received
PO-01131,2026-03-13,2026-03-16,WH-SOUTH,SKU-1059,SUP-001,432,0.56,received
PO-01132,2025-10-11,2025-10-15,WH-SOUTH,SKU-1055,SUP-001,300,1.5,received
PO-01133,2025-09-23,2025-09-28,WH-SOUTH,SKU-1116,SUP-004,624,1.66,received
PO-01134,2025-01-17,2025-01-26,WH-SOUTH,SKU-1063,SUP-003,192,4.14,received
PO-01135,2025-04-13,2025-04-20,WH-CENTER,SKU-1076,SUP-003,192,2.45,received
PO-01136,2025-05-31,2025-06-09,WH-SOUTH,SKU-1076,SUP-003,144,2.45,received
PO-01137,2026-01-29,2026-02-04,WH-NORTH,SKU-1028,SUP-006,720,2.12,received
PO-01138,2026-06-02,2026-06-09,WH-NORTH,SKU-1078,SUP-003,72,4.04,received
PO-01139,2026-03-05,2026-03-08,WH-SOUTH,SKU-1059,SUP-001,96,0.56,received
PO-01140,2026-05-12,2026-05-18,WH-NORTH,SKU-1085,SUP-003,144,2.74,received
PO-01141,2025-03-14,2025-03-22,WH-SOUTH,SKU-1103,SUP-005,240,5.05,received
PO-01142,2025-06-24,2025-06-29,WH-SOUTH,SKU-1052,SUP-001,192,1.51,received
PO-01143,2025-04-10,2025-04-16,WH-CENTER,SKU-1027,SUP-006,336,2.25,received
PO-01144,2026-06-05,2026-06-13,WH-SOUTH,SKU-1093,SUP-005,144,6.13,ordered
PO-01145,2026-06-01,2026-06-06,WH-SOUTH,SKU-1060,SUP-001,912,1.65,received
PO-01146,2025-03-28,2025-04-01,WH-NORTH,SKU-1108,SUP-004,354,1.87,received
PO-01147,2026-04-13,2026-04-18,WH-NORTH,SKU-1001,SUP-002,312,1.28,received
PO-01148,2025-09-21,2025-09-27,WH-NORTH,SKU-1090,SUP-003,96,5.44,received
PO-01149,2026-04-22,2026-04-27,WH-SOUTH,SKU-1043,SUP-001,510,2.58,received
PO-01150,2025-12-24,2025-12-31,WH-NORTH,SKU-1070,SUP-003,108,4.73,received
PO-01151,2026-05-26,2026-05-29,WH-NORTH,SKU-1057,SUP-001,168,0.97,received
PO-01152,2025-11-11,2025-11-14,WH-CENTER,SKU-1044,SUP-001,216,0.97,received
PO-01153,2025-12-13,2025-12-19,WH-NORTH,SKU-1076,SUP-003,192,2.45,received
PO-01154,2026-05-07,2026-05-14,WH-SOUTH,SKU-1063,SUP-003,144,4.14,received
PO-01155,2026-05-06,2026-05-13,WH-SOUTH,SKU-1080,SUP-003,72,2.61,received
PO-01156,2025-08-07,2025-08-09,WH-SOUTH,SKU-1057,SUP-001,132,0.97,received
PO-01157,2025-08-24,2025-08-29,WH-NORTH,SKU-1027,SUP-006,192,2.25,received
PO-01158,2025-03-21,2025-03-26,WH-SOUTH,SKU-1109,SUP-004,504,2.43,received
PO-01159,2025-11-07,2025-11-11,WH-CENTER,SKU-1040,SUP-001,288,3.06,received
PO-01160,2025-08-08,2025-08-12,WH-CENTER,SKU-1060,SUP-001,432,1.65,received
PO-01161,2026-05-17,2026-05-24,WH-SOUTH,SKU-1069,SUP-003,48,7.01,received
PO-01162,2025-10-27,2025-10-30,WH-CENTER,SKU-1032,SUP-001,348,3.48,received
PO-01163,2025-11-25,2025-12-04,WH-SOUTH,SKU-1076,SUP-003,168,2.45,received
PO-01164,2026-02-08,2026-02-11,WH-NORTH,SKU-1058,SUP-001,336,1.68,received
PO-01165,2025-06-07,2025-06-13,WH-SOUTH,SKU-1081,SUP-003,96,3.74,received
PO-01166,2025-09-29,2025-10-03,WH-SOUTH,SKU-1048,SUP-001,522,1.15,received
PO-01167,2025-06-11,2025-06-16,WH-SOUTH,SKU-1019,SUP-006,480,0.93,received
PO-01168,2025-12-24,2025-12-28,WH-NORTH,SKU-1024,SUP-006,816,1.65,received
PO-01169,2026-01-07,2026-01-15,WH-NORTH,SKU-1099,SUP-005,108,2.61,received
PO-01170,2025-06-27,2025-06-29,WH-NORTH,SKU-1055,SUP-001,300,1.5,received
PO-01171,2025-01-22,2025-01-30,WH-NORTH,SKU-1081,SUP-003,192,3.74,received
PO-01172,2025-02-27,2025-03-06,WH-NORTH,SKU-1062,SUP-003,72,4.58,received
PO-01173,2025-04-17,2025-04-22,WH-NORTH,SKU-1035,SUP-001,468,2.21,received
PO-01174,2025-11-26,2025-11-30,WH-SOUTH,SKU-1009,SUP-002,516,1.63,received
PO-01175,2025-01-15,2025-01-20,WH-CENTER,SKU-1005,SUP-002,192,1.67,received
PO-01176,2025-04-01,2025-04-05,WH-SOUTH,SKU-1039,SUP-001,288,0.95,received
PO-01177,2025-10-05,2025-10-11,WH-SOUTH,SKU-1092,SUP-005,48,5.6,received
PO-01178,2025-10-09,2025-10-15,WH-NORTH,SKU-1002,SUP-002,624,0.76,received
PO-01179,2026-05-19,2026-05-22,WH-NORTH,SKU-1057,SUP-001,150,0.97,received
PO-01180,2025-06-30,2025-07-08,WH-CENTER,SKU-1074,SUP-003,120,3.05,received
PO-01181,2025-04-02,2025-04-08,WH-SOUTH,SKU-1094,SUP-005,192,6.57,received
PO-01182,2026-01-31,2026-02-09,WH-NORTH,SKU-1082,SUP-003,60,4.09,received
PO-01183,2026-02-13,2026-02-17,WH-CENTER,SKU-1014,SUP-002,480,1.28,received
PO-01184,2025-09-26,2025-10-01,WH-CENTER,SKU-1034,SUP-001,72,0.96,received
PO-01185,2026-03-04,2026-03-10,WH-SOUTH,SKU-1067,SUP-003,192,2.13,received
PO-01186,2025-06-05,2025-06-12,WH-SOUTH,SKU-1083,SUP-003,36,2.55,received
PO-01187,2025-01-16,2025-01-20,WH-SOUTH,SKU-1060,SUP-001,336,1.65,received
PO-01188,2025-07-15,2025-07-20,WH-NORTH,SKU-1041,SUP-001,288,3.57,received
PO-01189,2025-09-22,2025-09-30,WH-NORTH,SKU-1078,SUP-003,120,4.04,received
PO-01190,2026-03-05,2026-03-09,WH-CENTER,SKU-1014,SUP-002,96,1.28,received
PO-01191,2025-03-07,2025-03-14,WH-NORTH,SKU-1068,SUP-003,72,6.85,received
PO-01192,2025-11-17,2025-11-26,WH-NORTH,SKU-1083,SUP-003,96,2.55,received
PO-01193,2025-09-30,2025-10-07,WH-NORTH,SKU-1062,SUP-003,240,4.58,received
PO-01194,2025-12-26,2025-12-31,WH-CENTER,SKU-1019,SUP-006,768,0.93,received
PO-01195,2025-10-05,2025-10-12,WH-SOUTH,SKU-1090,SUP-003,192,5.44,received
PO-01196,2025-03-13,2025-03-16,WH-NORTH,SKU-1038,SUP-001,432,1.48,received
PO-01197,2025-12-03,2025-12-08,WH-NORTH,SKU-1110,SUP-004,402,4.32,received
PO-01198,2025-12-31,2026-01-05,WH-NORTH,SKU-1054,SUP-001,312,1.53,received
PO-01199,2026-02-08,2026-02-10,WH-NORTH,SKU-1052,SUP-001,84,1.51,received
PO-01200,2026-04-02,2026-04-07,WH-NORTH,SKU-1058,SUP-001,144,1.68,received
PO-01201,2026-01-27,2026-02-01,WH-NORTH,SKU-1002,SUP-002,624,0.76,received
PO-01202,2025-04-18,2025-04-22,WH-CENTER,SKU-1120,SUP-004,240,1.6,received
PO-01203,2026-04-21,2026-04-25,WH-SOUTH,SKU-1113,SUP-004,180,1.94,received
PO-01204,2026-04-29,2026-05-04,WH-NORTH,SKU-1109,SUP-004,288,2.43,received
PO-01205,2025-05-15,2025-05-18,WH-CENTER,SKU-1040,SUP-001,240,3.06,received
PO-01206,2025-09-24,2025-09-30,WH-SOUTH,SKU-1014,SUP-002,480,1.28,received
PO-01207,2025-07-24,2025-07-31,WH-CENTER,SKU-1015,SUP-002,816,2.14,received
PO-01208,2025-12-05,2025-12-11,WH-CENTER,SKU-1104,SUP-005,36,7.89,received
PO-01209,2025-02-17,2025-02-20,WH-CENTER,SKU-1038,SUP-001,348,1.48,received
PO-01210,2025-10-05,2025-10-12,WH-NORTH,SKU-1004,SUP-002,240,1.58,received
PO-01211,2025-06-25,2025-07-02,WH-NORTH,SKU-1075,SUP-003,138,3.09,received
PO-01212,2026-04-23,2026-04-29,WH-NORTH,SKU-1016,SUP-006,72,2.48,received
PO-01213,2025-12-26,2026-01-02,WH-SOUTH,SKU-1073,SUP-003,72,6.24,received
PO-01214,2026-05-03,2026-05-07,WH-NORTH,SKU-1119,SUP-004,312,2.85,received
PO-01215,2025-02-19,2025-02-23,WH-SOUTH,SKU-1038,SUP-001,132,1.48,received
PO-01216,2025-08-09,2025-08-13,WH-SOUTH,SKU-1006,SUP-002,258,1.01,received
PO-01217,2025-11-17,2025-11-22,WH-SOUTH,SKU-1055,SUP-001,288,1.5,received
PO-01218,2025-11-15,2025-11-22,WH-SOUTH,SKU-1068,SUP-003,252,6.85,received
PO-01219,2025-11-22,2025-11-25,WH-NORTH,SKU-1038,SUP-001,114,1.48,received
PO-01220,2026-02-24,2026-02-28,WH-NORTH,SKU-1109,SUP-004,360,2.43,received
PO-01221,2025-02-23,2025-02-27,WH-CENTER,SKU-1011,SUP-002,192,2.11,received
PO-01222,2025-07-12,2025-07-17,WH-NORTH,SKU-1022,SUP-006,384,2.09,received
PO-01223,2025-03-11,2025-03-18,WH-NORTH,SKU-1006,SUP-002,330,1.01,received
PO-01224,2025-05-21,2025-05-28,WH-CENTER,SKU-1084,SUP-003,48,3.85,received
PO-01225,2025-05-09,2025-05-17,WH-NORTH,SKU-1081,SUP-003,72,3.74,received
PO-01226,2025-02-03,2025-02-12,WH-CENTER,SKU-1062,SUP-003,156,4.58,received
PO-01227,2026-05-13,2026-05-18,WH-NORTH,SKU-1050,SUP-001,900,1.65,received
PO-01228,2026-05-19,2026-05-22,WH-CENTER,SKU-1055,SUP-001,84,1.5,received
PO-01229,2026-05-14,2026-05-20,WH-CENTER,SKU-1061,SUP-003,48,3.5,received
PO-01230,2025-08-15,2025-08-19,WH-NORTH,SKU-1011,SUP-002,384,2.11,received
PO-01231,2025-12-19,2025-12-23,WH-NORTH,SKU-1033,SUP-001,144,3.03,received
PO-01232,2026-03-13,2026-03-18,WH-CENTER,SKU-1051,SUP-001,834,1.37,received
PO-01233,2025-01-18,2025-01-24,WH-NORTH,SKU-1090,SUP-003,192,5.44,received
PO-01234,2025-01-14,2025-01-16,WH-CENTER,SKU-1047,SUP-001,252,1.03,received
PO-01235,2026-06-08,2026-06-16,WH-CENTER,SKU-1072,SUP-003,144,5.09,delayed
PO-01236,2026-01-02,2026-01-06,WH-SOUTH,SKU-1015,SUP-002,648,2.14,received
PO-01237,2025-02-01,2025-02-07,WH-NORTH,SKU-1108,SUP-004,120,1.87,received
PO-01238,2025-04-22,2025-04-29,WH-CENTER,SKU-1024,SUP-006,768,1.65,received
PO-01239,2025-10-30,2025-11-05,WH-CENTER,SKU-1096,SUP-005,168,7.66,received
PO-01240,2025-10-01,2025-10-04,WH-CENTER,SKU-1049,SUP-001,252,0.53,received
PO-01241,2026-01-20,2026-01-25,WH-NORTH,SKU-1105,SUP-005,96,4.03,received
PO-01242,2025-08-03,2025-08-12,WH-CENTER,SKU-1064,SUP-003,168,3.55,received
PO-01243,2025-04-21,2025-04-25,WH-CENTER,SKU-1034,SUP-001,252,0.96,received
PO-01244,2025-04-17,2025-04-24,WH-CENTER,SKU-1071,SUP-003,162,2.93,received
PO-01245,2025-11-13,2025-11-22,WH-CENTER,SKU-1072,SUP-003,48,5.09,received
PO-01246,2025-02-27,2025-03-04,WH-NORTH,SKU-1001,SUP-002,120,1.28,received
PO-01247,2025-01-21,2025-01-24,WH-SOUTH,SKU-1041,SUP-001,216,3.57,received
PO-01248,2025-09-10,2025-09-13,WH-CENTER,SKU-1108,SUP-004,156,1.87,received
PO-01249,2026-04-09,2026-04-15,WH-SOUTH,SKU-1099,SUP-005,24,2.61,received
PO-01250,2026-02-15,2026-02-18,WH-NORTH,SKU-1120,SUP-004,336,1.6,received
PO-01251,2025-12-25,2025-12-29,WH-CENTER,SKU-1111,SUP-004,192,3.72,received
PO-01252,2026-03-30,2026-04-06,WH-CENTER,SKU-1006,SUP-002,150,1.01,received
PO-01253,2025-04-06,2025-04-08,WH-NORTH,SKU-1046,SUP-001,432,0.6,received
PO-01254,2025-10-17,2025-10-22,WH-NORTH,SKU-1028,SUP-006,720,2.12,received
PO-01255,2025-12-16,2025-12-20,WH-NORTH,SKU-1034,SUP-001,216,0.96,received
PO-01256,2025-01-04,2025-01-13,WH-NORTH,SKU-1064,SUP-003,48,3.55,received
PO-01257,2026-01-25,2026-01-27,WH-NORTH,SKU-1040,SUP-001,144,3.06,received
PO-01258,2026-05-05,2026-05-08,WH-NORTH,SKU-1113,SUP-004,120,1.94,received
PO-01259,2025-08-25,2025-09-02,WH-CENTER,SKU-1069,SUP-003,72,7.01,received
PO-01260,2025-02-18,2025-02-25,WH-NORTH,SKU-1003,SUP-002,198,0.63,received
PO-01261,2025-05-20,2025-05-28,WH-CENTER,SKU-1076,SUP-003,72,2.45,received
PO-01262,2025-07-27,2025-07-31,WH-NORTH,SKU-1032,SUP-001,420,3.48,received
PO-01263,2025-04-02,2025-04-07,WH-NORTH,SKU-1010,SUP-002,366,1.37,received
PO-01264,2025-06-05,2025-06-11,WH-CENTER,SKU-1020,SUP-006,336,2.27,received
PO-01265,2026-06-04,2026-06-10,WH-SOUTH,SKU-1022,SUP-006,240,2.09,received
PO-01266,2025-12-28,2026-01-04,WH-NORTH,SKU-1014,SUP-002,120,1.28,received
PO-01267,2025-10-13,2025-10-16,WH-SOUTH,SKU-1048,SUP-001,282,1.15,received
PO-01268,2025-12-16,2025-12-20,WH-SOUTH,SKU-1012,SUP-002,432,1.48,received
PO-01269,2026-05-06,2026-05-12,WH-CENTER,SKU-1027,SUP-006,96,2.25,received
PO-01270,2025-08-27,2025-09-02,WH-CENTER,SKU-1105,SUP-005,96,4.03,received
PO-01271,2025-03-09,2025-03-16,WH-NORTH,SKU-1028,SUP-006,120,2.12,received
PO-01272,2025-09-05,2025-09-11,WH-NORTH,SKU-1001,SUP-002,84,1.28,received
PO-01273,2025-11-01,2025-11-06,WH-NORTH,SKU-1003,SUP-002,408,0.63,received
PO-01274,2025-03-31,2025-04-07,WH-CENTER,SKU-1002,SUP-002,816,0.76,received
PO-01275,2025-12-11,2025-12-16,WH-CENTER,SKU-1030,SUP-006,144,0.79,received
PO-01276,2025-01-19,2025-01-25,WH-SOUTH,SKU-1097,SUP-005,144,6.87,received
PO-01277,2025-04-16,2025-04-21,WH-NORTH,SKU-1012,SUP-002,492,1.48,received
PO-01278,2026-05-04,2026-05-07,WH-CENTER,SKU-1040,SUP-001,48,3.06,received
PO-01279,2026-03-18,2026-03-27,WH-CENTER,SKU-1085,SUP-003,96,2.74,received
PO-01280,2026-02-19,2026-02-26,WH-SOUTH,SKU-1020,SUP-006,192,2.27,received
PO-01281,2025-12-26,2026-01-03,WH-SOUTH,SKU-1100,SUP-005,96,2.96,received
PO-01282,2025-08-31,2025-09-05,WH-NORTH,SKU-1046,SUP-001,384,0.6,received
PO-01283,2025-05-17,2025-05-22,WH-SOUTH,SKU-1098,SUP-005,120,4.85,received
PO-01284,2025-10-24,2025-10-30,WH-NORTH,SKU-1010,SUP-002,540,1.37,received
PO-01285,2025-08-29,2025-09-04,WH-NORTH,SKU-1110,SUP-004,300,4.32,received
PO-01286,2025-09-06,2025-09-13,WH-SOUTH,SKU-1086,SUP-003,84,3.07,received
PO-01287,2025-11-29,2025-12-07,WH-NORTH,SKU-1096,SUP-005,96,7.66,received
PO-01288,2025-10-21,2025-10-28,WH-NORTH,SKU-1025,SUP-006,96,0.78,received
PO-01289,2025-09-23,2025-09-27,WH-SOUTH,SKU-1018,SUP-006,240,1.58,received
PO-01290,2025-11-10,2025-11-16,WH-NORTH,SKU-1075,SUP-003,312,3.09,received
PO-01291,2026-02-06,2026-02-13,WH-CENTER,SKU-1017,SUP-006,96,1.15,received
PO-01292,2026-02-03,2026-02-06,WH-CENTER,SKU-1060,SUP-001,168,1.65,received
PO-01293,2025-06-20,2025-06-26,WH-NORTH,SKU-1077,SUP-003,240,1.82,received
PO-01294,2025-08-29,2025-09-07,WH-CENTER,SKU-1062,SUP-003,264,4.58,received
PO-01295,2026-03-08,2026-03-11,WH-CENTER,SKU-1038,SUP-001,414,1.48,received
PO-01296,2025-06-04,2025-06-07,WH-NORTH,SKU-1119,SUP-004,168,2.85,received
PO-01297,2026-04-24,2026-04-30,WH-NORTH,SKU-1030,SUP-006,192,0.79,received
PO-01298,2025-05-20,2025-05-25,WH-CENTER,SKU-1015,SUP-002,288,2.14,received
PO-01299,2025-01-08,2025-01-10,WH-NORTH,SKU-1034,SUP-001,252,0.96,received
PO-01300,2026-01-04,2026-01-07,WH-NORTH,SKU-1043,SUP-001,336,2.58,received
PO-01301,2025-07-28,2025-07-31,WH-CENTER,SKU-1037,SUP-001,528,1.61,received
PO-01302,2025-09-14,2025-09-19,WH-SOUTH,SKU-1049,SUP-001,48,0.53,received
PO-01303,2025-08-29,2025-09-02,WH-NORTH,SKU-1051,SUP-001,828,1.37,received
PO-01304,2025-01-21,2025-01-29,WH-CENTER,SKU-1080,SUP-003,120,2.61,received
PO-01305,2025-10-18,2025-10-25,WH-SOUTH,SKU-1014,SUP-002,264,1.28,received
PO-01306,2025-03-20,2025-03-25,WH-NORTH,SKU-1033,SUP-001,288,3.03,received
PO-01307,2026-02-03,2026-02-11,WH-NORTH,SKU-1090,SUP-003,96,5.44,received
PO-01308,2025-01-15,2025-01-23,WH-NORTH,SKU-1079,SUP-003,96,2.87,received
PO-01309,2025-02-03,2025-02-05,WH-NORTH,SKU-1047,SUP-001,312,1.03,received
PO-01310,2025-11-24,2025-11-28,WH-CENTER,SKU-1020,SUP-006,288,2.27,received
PO-01311,2026-06-07,2026-06-12,WH-NORTH,SKU-1097,SUP-005,288,6.87,ordered
PO-01312,2026-02-18,2026-02-23,WH-NORTH,SKU-1029,SUP-006,336,1.32,received
PO-01313,2026-02-15,2026-02-20,WH-SOUTH,SKU-1046,SUP-001,192,0.6,received
PO-01314,2025-06-01,2025-06-07,WH-SOUTH,SKU-1065,SUP-003,144,5.73,received
PO-01315,2025-12-05,2025-12-08,WH-SOUTH,SKU-1108,SUP-004,72,1.87,received
PO-01316,2026-02-11,2026-02-19,WH-NORTH,SKU-1063,SUP-003,192,4.14,received
PO-01317,2025-06-30,2025-07-08,WH-CENTER,SKU-1072,SUP-003,144,5.09,received
PO-01318,2026-05-23,2026-05-26,WH-SOUTH,SKU-1058,SUP-001,72,1.68,received
PO-01319,2026-03-20,2026-03-26,WH-NORTH,SKU-1102,SUP-005,192,6.34,received
PO-01320,2025-09-22,2025-09-29,WH-NORTH,SKU-1061,SUP-003,48,3.5,received
PO-01321,2025-07-18,2025-07-25,WH-SOUTH,SKU-1028,SUP-006,360,2.12,received
PO-01322,2025-07-11,2025-07-18,WH-CENTER,SKU-1077,SUP-003,240,1.82,received
PO-01323,2026-03-25,2026-04-01,WH-CENTER,SKU-1020,SUP-006,288,2.27,received
PO-01324,2025-08-08,2025-08-15,WH-NORTH,SKU-1071,SUP-003,162,2.93,received
PO-01325,2025-12-02,2025-12-07,WH-CENTER,SKU-1107,SUP-004,354,6.06,received
PO-01326,2026-04-13,2026-04-21,WH-NORTH,SKU-1071,SUP-003,48,2.93,received
PO-01327,2025-06-28,2025-07-07,WH-CENTER,SKU-1089,SUP-003,192,2.12,received
PO-01328,2025-09-05,2025-09-11,WH-SOUTH,SKU-1102,SUP-005,96,6.34,received
PO-01329,2025-10-10,2025-10-13,WH-CENTER,SKU-1036,SUP-001,564,4.34,received
PO-01330,2026-03-09,2026-03-13,WH-CENTER,SKU-1119,SUP-004,168,2.85,received
PO-01331,2026-03-07,2026-03-14,WH-CENTER,SKU-1070,SUP-003,240,4.73,received
PO-01332,2025-02-28,2025-03-03,WH-SOUTH,SKU-1048,SUP-001,348,1.15,received
PO-01333,2025-11-14,2025-11-19,WH-CENTER,SKU-1120,SUP-004,288,1.6,received
PO-01334,2026-04-29,2026-05-04,WH-NORTH,SKU-1027,SUP-006,288,2.25,received
PO-01335,2026-03-22,2026-03-27,WH-NORTH,SKU-1016,SUP-006,240,2.48,received
PO-01336,2025-07-27,2025-07-31,WH-NORTH,SKU-1116,SUP-004,384,1.66,received
PO-01337,2026-03-16,2026-03-21,WH-NORTH,SKU-1023,SUP-006,540,1.74,received
PO-01338,2025-05-17,2025-05-24,WH-CENTER,SKU-1078,SUP-003,96,4.04,received
PO-01339,2025-05-02,2025-05-09,WH-CENTER,SKU-1069,SUP-003,24,7.01,received
PO-01340,2026-05-03,2026-05-09,WH-SOUTH,SKU-1120,SUP-004,288,1.6,received
PO-01341,2025-03-13,2025-03-22,WH-NORTH,SKU-1086,SUP-003,264,3.07,received
PO-01342,2025-05-07,2025-05-12,WH-CENTER,SKU-1014,SUP-002,144,1.28,received
PO-01343,2025-09-05,2025-09-10,WH-SOUTH,SKU-1105,SUP-005,96,4.03,received
PO-01344,2025-06-27,2025-07-02,WH-CENTER,SKU-1114,SUP-004,264,2.92,received
PO-01345,2025-08-12,2025-08-18,WH-SOUTH,SKU-1089,SUP-003,192,2.12,received
PO-01346,2025-01-08,2025-01-11,WH-NORTH,SKU-1046,SUP-001,528,0.6,received
PO-01347,2025-03-04,2025-03-08,WH-CENTER,SKU-1023,SUP-006,354,1.74,received
PO-01348,2025-04-09,2025-04-14,WH-CENTER,SKU-1048,SUP-001,336,1.15,received
PO-01349,2025-10-29,2025-11-01,WH-CENTER,SKU-1050,SUP-001,144,1.65,received
PO-01350,2025-09-26,2025-10-02,WH-NORTH,SKU-1081,SUP-003,216,3.74,received
PO-01351,2025-08-13,2025-08-22,WH-NORTH,SKU-1084,SUP-003,144,3.85,received
PO-01352,2026-06-02,2026-06-05,WH-SOUTH,SKU-1050,SUP-001,156,1.65,received
PO-01353,2025-12-14,2025-12-18,WH-SOUTH,SKU-1112,SUP-004,168,4.53,received
PO-01354,2025-01-20,2025-01-27,WH-CENTER,SKU-1025,SUP-006,144,0.78,received
PO-01355,2026-04-17,2026-04-19,WH-NORTH,SKU-1035,SUP-001,258,2.21,received
PO-01356,2026-03-16,2026-03-21,WH-SOUTH,SKU-1006,SUP-002,318,1.01,received
PO-01357,2025-07-28,2025-08-03,WH-CENTER,SKU-1114,SUP-004,456,2.92,received
PO-01358,2025-04-25,2025-05-02,WH-CENTER,SKU-1012,SUP-002,252,1.48,received
PO-01359,2025-06-29,2025-07-08,WH-CENTER,SKU-1084,SUP-003,48,3.85,received
PO-01360,2026-04-04,2026-04-07,WH-SOUTH,SKU-1051,SUP-001,270,1.37,received
PO-01361,2025-08-12,2025-08-16,WH-NORTH,SKU-1115,SUP-004,120,3.98,received
PO-01362,2025-10-13,2025-10-19,WH-SOUTH,SKU-1091,SUP-005,294,3.01,received
PO-01363,2025-08-04,2025-08-11,WH-SOUTH,SKU-1088,SUP-003,36,3.94,received
PO-01364,2026-02-22,2026-02-26,WH-NORTH,SKU-1029,SUP-006,168,1.32,received
PO-01365,2025-09-07,2025-09-15,WH-SOUTH,SKU-1085,SUP-003,144,2.74,received
PO-01366,2025-01-30,2025-02-05,WH-SOUTH,SKU-1026,SUP-006,504,2.75,received
PO-01367,2025-01-31,2025-02-05,WH-NORTH,SKU-1117,SUP-004,216,3.38,received
PO-01368,2025-12-12,2025-12-18,WH-NORTH,SKU-1067,SUP-003,96,2.13,received
PO-01369,2025-06-09,2025-06-12,WH-SOUTH,SKU-1046,SUP-001,384,0.6,received
PO-01370,2026-05-12,2026-05-19,WH-NORTH,SKU-1065,SUP-003,60,5.73,received
PO-01371,2025-04-12,2025-04-17,WH-CENTER,SKU-1019,SUP-006,576,0.93,received
PO-01372,2025-10-23,2025-10-30,WH-SOUTH,SKU-1084,SUP-003,144,3.85,received
PO-01373,2025-10-14,2025-10-20,WH-SOUTH,SKU-1027,SUP-006,288,2.25,received
PO-01374,2025-06-27,2025-07-02,WH-NORTH,SKU-1056,SUP-001,84,1.17,received
PO-01375,2025-09-18,2025-09-21,WH-SOUTH,SKU-1057,SUP-001,144,0.97,received
PO-01376,2025-11-06,2025-11-09,WH-SOUTH,SKU-1031,SUP-001,96,4.14,received
PO-01377,2025-03-27,2025-04-02,WH-NORTH,SKU-1101,SUP-005,48,3.95,received
PO-01378,2025-05-15,2025-05-18,WH-NORTH,SKU-1109,SUP-004,168,2.43,received
PO-01379,2025-07-11,2025-07-15,WH-SOUTH,SKU-1038,SUP-001,222,1.48,received
PO-01380,2025-12-04,2025-12-11,WH-SOUTH,SKU-1090,SUP-003,192,5.44,received
PO-01381,2025-02-26,2025-03-02,WH-CENTER,SKU-1117,SUP-004,432,3.38,received
PO-01382,2025-01-22,2025-01-30,WH-NORTH,SKU-1081,SUP-003,120,3.74,received
PO-01383,2025-08-14,2025-08-22,WH-NORTH,SKU-1103,SUP-005,192,5.05,received
PO-01384,2026-04-21,2026-04-26,WH-SOUTH,SKU-1007,SUP-002,600,1.15,received
PO-01385,2026-01-23,2026-01-29,WH-CENTER,SKU-1016,SUP-006,144,2.48,received
PO-01386,2025-01-17,2025-01-21,WH-NORTH,SKU-1040,SUP-001,96,3.06,received
PO-01387,2025-05-02,2025-05-08,WH-CENTER,SKU-1090,SUP-003,96,5.44,received
PO-01388,2026-02-06,2026-02-09,WH-NORTH,SKU-1040,SUP-001,288,3.06,received
PO-01389,2025-09-06,2025-09-10,WH-SOUTH,SKU-1041,SUP-001,144,3.57,received
PO-01390,2025-11-10,2025-11-16,WH-NORTH,SKU-1097,SUP-005,144,6.87,received
PO-01391,2025-06-09,2025-06-14,WH-SOUTH,SKU-1007,SUP-002,288,1.15,received
PO-01392,2025-05-05,2025-05-14,WH-CENTER,SKU-1090,SUP-003,192,5.44,received
PO-01393,2026-03-31,2026-04-02,WH-SOUTH,SKU-1046,SUP-001,480,0.6,received
PO-01394,2025-08-28,2025-09-06,WH-CENTER,SKU-1077,SUP-003,192,1.82,received
PO-01395,2026-05-25,2026-06-01,WH-NORTH,SKU-1010,SUP-002,144,1.37,received
PO-01396,2025-01-14,2025-01-19,WH-CENTER,SKU-1099,SUP-005,60,2.61,received
PO-01397,2025-02-22,2025-02-26,WH-SOUTH,SKU-1055,SUP-001,216,1.5,received
PO-01398,2025-08-09,2025-08-14,WH-CENTER,SKU-1112,SUP-004,108,4.53,received
PO-01399,2026-02-02,2026-02-08,WH-SOUTH,SKU-1008,SUP-002,528,1.94,received
PO-01400,2025-11-01,2025-11-04,WH-NORTH,SKU-1048,SUP-001,210,1.15,received
PO-01401,2026-06-07,2026-06-12,WH-NORTH,SKU-1033,SUP-001,384,3.03,in_transit
PO-01402,2025-05-08,2025-05-12,WH-SOUTH,SKU-1038,SUP-001,324,1.48,received
PO-01403,2025-07-22,2025-07-25,WH-SOUTH,SKU-1033,SUP-001,624,3.03,received
PO-01404,2026-04-18,2026-04-25,WH-SOUTH,SKU-1083,SUP-003,72,2.55,received
PO-01405,2025-07-13,2025-07-21,WH-SOUTH,SKU-1078,SUP-003,168,4.04,received
PO-01406,2026-04-10,2026-04-14,WH-SOUTH,SKU-1115,SUP-004,240,3.98,received
PO-01407,2025-09-28,2025-10-02,WH-NORTH,SKU-1114,SUP-004,240,2.92,received
PO-01408,2026-02-08,2026-02-14,WH-SOUTH,SKU-1070,SUP-003,240,4.73,received
PO-01409,2025-02-02,2025-02-08,WH-NORTH,SKU-1108,SUP-004,342,1.87,received
